Date ,Rate ,Topic ,Review ,Type  
2016/01,5,Best medium size museum in East Coast USA!,"Large collections in Egyptian, Greco-Roman,Persian sculptures. impressionists paintings, Andy Wharol, Photograhy, Modern, Abstract and Contempary collections.
Middle of RISD and Brown University Campus on Benefit St. Providence RI 02906
Free admission on Sunday all day until 4 PM",solo
2015/12,5,Wonderful museum,"If you visit Providence, this museum is must see! It is not that big but has a few real art jems. It has a nice sample of all art forms and styles. Has a great new wing with modern art. Also Pendleton House is such a wonderful way of exibiting American Art. Definitely will visit it again!",
2015/12,5,Best things are kept in small packages,What a jewel! I remember stumbling upon this museum few years back and being amazed how much work class art is represented here. Sunday admissions are free and there is always real fun project going on.,Solo
2015/12,5,Terrific museum,"We have lived not too far away for a great many years and only finally have made it to the RISDI Museum. We thought it was just a museum of students' works, but it is a first rate art museum with many classic artists' works. We absolutely loved it.",
2015/12,4,Impressive and eclectic collection and a Beethoven Concert,Took a day trip from Boston to check out the collection. I was very impressed. The building is interesting with both modern and old sections. The art was varied with some beautiful pieces from a wide range of periods. It was free admission on Sunday. we were also treated to a Beethoven concert in the main hall of the museum. What an amazing find. Definitely a must visit when in New England.,Friends
2015/12,5,"Very nice collections, a bit of everything","This is a very nice and varied collection. Especially interesting egyptian and oriental works,as well as early American furnishings and art.
The huge carved wooden buddha shown in the picture is one of the most magical museum pieces! It fills an entire room. It is wonderful to just sit in the room with this statue and relax your body and mind... take him in.
The museum has special prices and programs throughout the year. They offer art classes for kids that are wonderful. I took both of my kids when they were young, for weekly classes, and we still have some of their creations at my house, many years later.
Located on ""college Hill"" where the RISD campus kind of melts into the Brown campus. There are beautiful historic homes and buildings in this neighborhood, and many great restaurants and little shops just up the hill, on Thayer St.
i have been there many times over the years, kids all grown up now, and one of them graduated from an art school :))

I wrote ""family with young children"" below, because I think its a great place to bring kids, though you need to expect that they behave appropriately, or leave, so as not to be disturbing others.",Family
2015/07,4,Impressive collection,I was impressed/surprised to see how well curated this museum is and the extent of their collection. I assumed it would be mostly student work and was very happy to find many of my favorite 20th C. Museum collected artists.,Solo
2015/03,5,World class collection,"“The RISD museum has a great permanent collection that can be viewed in one visit.
The Museum is small and intimate but with a breadth of art pieces and scholarship.
Rotating exhibits are usually interesting.”
",couple
2015/11,5,Lovely variety of exhibits,"The RISD museum offers a wide variety of different exhibits suitable to anyone's tastes, from the post-modern to the surreal to the classical. You'll find Monet just a floor above exhibits of drapes or ink splots or whatever it is the Bohemians are calling art these days. There's also a beautiful reconstruction of a classic Providence home - some of the furniture on display (both in the recreated home and outside of it) is absolutely singular, particularly the separate display of the late 19th century silver desk and chair set. There are also exhibits on older art and design, including the massive, ancient wooden Buddha statue. There's really just something for everyone's taste here, and it's absolutely worth a visit - even if you think that post-modern art and abstract art is utter rubbish.",
2015/11,5,"Histyoric School, fabuloius setting","Beautiful campus and creative use and purchase of old neighborhood buildings to repurpose for the College. Great academics, impressive museum with close walking proximity to town.",
2015/11,5,Great Part of PVD Weekend,I came from Boston for the Martin Boyce show. RISD Museum is a great part of a weekend getaway from Boston. So close to hotels and superior PVD restaurants and bars.,
2015/10,5,Great Little Museum,"A huge range from 600 BC artifacts to Frank Stella, but it all works and doesn't feel scattered. A lot of really interesting stuff and a great old+new building.",Solo
2015/11,5,Don't Miss it,"Best museum anywhere, in my opinion. You get everything here. Not just one style, but many. Many classic originals from the greatest artists ever, as well as contemporary art and even Egyptian artifacts. And, their exhibits are changed out regularly, so going back in a year to experience the next displays !",couple
2015/10,5,Stunning!,"The RISD Museum is extraordinary in every way. The architecture, the various collections, the special exhibits. A perfect example of the delights of a small but first class art museum. Added bonus: the gift shop is stocked exclusively with art, jewelry, textiles, books, designs, tools, children's toys, ceramics, etc. etc. by people directly connected with RISD. Truly original!",Friends
2015/10,5,Lovely collection,"With just a two hours, I decided to visit on a recent trip, I was so delighted with what I found! A small but very good collection from a wide range of periods, beautifully arranged and displayed. The layout of the museum is a little confusing but the staff is very helpful.",solo
2015/10,5,A must-see small museum.,"Dedicated to the art of America and the art that has impacted Americans, the collection is compact, but powerful. Serious quality in all areas is impressive for a smaller institution. A historical house with first-rate period rooms, world art from multiple cultures, and decorative arts of many periods are a backdrop for work by students, faculty, and visiting contemporary artists",Solo
2015/10,4,quick outing,Layout was kind of confusing. The student artwork exhibit was under construction and unavailable for viewing.,couple
2015/05,5,RISD Museum a winner all the way,"Always interesting and have special exhibits all the time. Form priceless collectables to Egyptions Mummies, well worth the trip.",
2015/10,5,Incredible museum,"We were so impressed with the quality and diversity of the collections. Most of the French Impressionists were represented such as Monet, Renoir, Degas, and Manet. There were several Warhol paintings and a unique Warhol cow wallpaper tucked away.
It was interesting to see period furniture rooms.
There was a lion embedded into a wall from Babylon. Don't miss the Hadrian tablet.
There is truly something for everyone such as a Rathko for the people interested in contemporary art.
Chihuly graduated from RISD and has a chandelier here.
This museum is a true gem!",
2015/10,5,"Great, free Sunday afternoon in Providence!","While not a huge museum on the order of those in New York or Boston, the RISD museum does have a wide range of items, from ancient Egyptian and Greek items to Hockney and Rothko. There is a a room devoted to design and a Federal-era ""house."" The only down check is that the Grand Gallery with paintings from floor to ceiling has a legend only on one iPad in the corner. (In the past there were laminated sheets that at least told you subject and painter.) But, as a whole, the museum is worth a trip--and particularly on Sundays when admission is free.",Friends
2015/10,5,Great museum,"Highly recommend, pretty amazing collection for a small university collection, the first floor is a bit off putting, persevere, you will be happy.",Family
2015/10,5,A concentrate of the history of Arts!,"Amazing small museum concentrating the entire history of Arts and Design! On top of permanent collections, there are always interesting temporary exhibitions of guest artists and talented RISD studentsM",Family
2015/03,4,Enjoyable small museum,"Set in adjoining buildings of various types, this small museum has surprised us over three visits with substantial pleasures of many sorts - antique furniture and silver, modern design in both temporary and regular exhibits, select fine art from many places and eras. The hard-to-figure-out layout of the museum seems part of its charms; it makes good sense that it's part of RISD, a top US design school.",couple
2015/10,5,Both internationally famous and local art,"Interesting selection of ancient (Egyptian, Greek, Roman, Japanese, Indian) and modern/contemporary (Picasso, Warhol, Liechtenstein, Frank Lloyd Wright) art along with student works from the graduating year and 18th-19th century American plus 17th-18th century European (including a Dürer). Mixture of sculpture, furniture, painting, photography and sketches. Easily accessed from Benefit Street or North Main Street. Very quiet when we were there.",
2015/10,5,Surprise Museum in Providence,"Gigantic room filled with 12th century European art. We sat there for over an hour enjoying the beauty and works of the many master artists.

Another surprise was ""The Hand of God"" by Rodin. Awesome.

Visited Saturday October 10 for free too.",couple
2015/10,5,Providence :),"I didn't expect anything at all. But after the visit, I was jealous of RISD students for a great campus :)",
2015/09,5,This museum has a little of Everything.,"This museum was a surprise with showcasing Modern furniture to Contemporary paintings, Egyptian displays to Ancient Greek and Roman pieces. You can find examples of 18th century American art to Picasso and Monet in the European Grand Gallery. It is small, with stairs and elevators between floors, but it was never boring in composition. The gardens were closed for renovations but we were able to see most everything else. It was free on the Sunday we went.

The food selection was very small and premade. You could find it in the gift shop which was very nice.",couple
2015/10,5,Art Fair,"Wonderful to see students, teachers, artists alike showcasing their art, work and willing to spend the time chatting about their ideas and challenges of artistry. Ones thing though, the asking prices are outrageous.",couple
2015/10,5,One of the best design museums in the world!,"The RISD Museum of art is high on my list of best design museums in the world. Serendipitously, we arrived during the annual RISD alumni fall art sale. As it's origin was based on the education and production of industrial art, there is a great selection of decorative arts and textile pieces. There is also a wonderful collection of work from contemporary artists, such as Lichtenstein and Warhol.",couple
2015/09,4,"Small, manageable size museum",We enjoyed visiting this museum. It is quite small which was perfect for a short visit. It has a nice collection of a variety of things.,solo
2015/10,4,Great combination of student and professional art.,"A terrific museum. I was expecting mostly student art, but the collection includes an excellent sample of various eras, artists, and styles from around the world",Family
2015/07,5,RISD Museum is a must!,This was an amazing experience. Some collections boasted artists and students who were or currently are students at the RISD. You can dedicate an entire day to the museum. It has a costume and fabrics collection that was very interactive which we immensely apprecoated.,
2015/04,5,"Nice Collection of Ancient, Classic and Contemporary art.","Rhode Island School Of Design is such an amazing creative place. The museum is a really nice collection of ancient, classic, and contemporary art.",Family
2015/09,5,Impressive & Varied,This museum has so much variety in artists & eras. Thoroughly enjoyed my visit. This is a gem in the heart of Providence.,Solo
2015/09,5,great pieces,Many beautiful and important pieces. Its a great place and a must do to do when in town. Check out the student's exhibitions downstairs.,couple
2015/09,5,Bigger than expected,"This is a full-blown art museum with something for everyone. I didn't expect such large, detailed collections for every aspect of art. A must see!",Friends
2015/09,4,Good Smaller Museum,"The museum has a variety of art, including contemporary, Asian, 18th-19th century European, plus some student work, some of which was very good. But the map/guide is hard to use; it doesn't show a floor plan, as most museum guides do. Instead it shows a side view, listing what is on each floor. So it was a little hard to navigate around. Also, in the large gallery with many European paintings, there is one Ipad which can't be moved, so it was hard to find out what each painting was. It would be much better if they had plastic sheets that you could pick up",Solo
2015/06,5,Hidden Gem,"This amazing museum is much larger than it looks from the outside with a wide variety of attractions. Personally, I adore the antiquities from Rome which were just spectacular to view so closely. The paintings, outfits/textiles, furniture, coin collections and jewelry were memorizing. I can't wait to go back!",Friends
2015/08,4,Wonderful Impressionist collection,"This is a lovely museum, connected into several buildings which makes for a slightly confusing tour. But also gives it a character that's unique. An excellent collection of fine as well as impressionists and modern art. Enjoyed the experience.",Couple
2015/09,4,Hidden gem,"We didn't know what to expect when we visited the RISD museum and were very pleasantly surprised at this gem. It had a little bit of everything you're looking for in an art museum, the building itself has its own history; interesting design pieces as different as a chair or wallpaper; modern paintings, old master paintings, sculptures both old and new, and terrific workwork. The museum store sells objects designed by school alumni. A great place to spend an afternoon.",Friends
2015/09,5,Fantastic!,"This was my first trip to Providence so I had no idea that RISD had a museum or that it had such a great collection. They seem to have a nice sampling of lots of things I really like. The staff there is super friendly and the museum store is filled with work of RISD graduates. And, bonus, free on Sundays. We arrived at opening (10 a.m.) and had a very relaxed, not crowded visit. I plan to return the next time I'm in town!",
2015/09,5,Nice collection,The RISD museum has a good collection of art from across time and continent. It is easily seen in 2-3 hours.,couple
2015/09,4,A nice small museum,"I enjoyed the RISD museum of art. I made sure to stop by the student exhibits because I wanted to see what the artists of tomorrow were formulating. Some stuff was out there, not necesarily my cup of tea but some were very well composed and seemingly effortless, coming from the soul instead of the hands of the artists.

My favorite sections were the impressionists, the contemporary and the 3D sculptures/designs. Warhol, Renoir, Monet and my favorites, Van Gogh and Degas, were on display. The porcelain display was also new to me and captured my interest. I'm used to the blue Delft type of ceramics but these displays had very delicate figurines of people and animals, in a variety of poses. The Pendleton house gave a glimpse into early 20th century living, nicely maintained if this interests you.

Overall a nice museum but shouldn't be a primary reason to come to Providence.

And I fully agree that money does buy happiness, because ""Happiness Is Expensive"" - Alejandro Diaz, neon lights installation. Ignorance is the other avenue to the illusion of Happiness.",
2015/08,5,RISDE,"This is a fabulous campus-beautiful in every sense!. The RISDE permanent collection is ENTIRELY worth a trip to Rhode Island. It is entirely a gem. After the museum, go to tje bookstore, and then you should walk down Benefit Street- beautiful historical homes etc. Could not find any trash in RI- a very clean city. Eat at Heminways- great seafood!!.",Friends
2015/09,4,A gem,"If you are visiting PVD and you appreciate art, a stop at the RISD museum is a must. For a small museum it has a good collection of American artists as well as international. The old part of the museum is an architectural beauty in itself.",couple
2015/09,5,My favorite art museum,"We've visited RISD twice and have been very pleased both times. This museum benefits from not being overwhelming in size but still has a nice variety of excellent displays. There are student works presented and works of the Masters as well. I love the blue room with dozens of oil paintings covering the walls.

There's a cafe and gift shop within the building. We stopped midway through our visit for a drink and a snack, which prevented tour fatigue.

The building is well prepared for wheelchair visitors. We had no problem seeing all of the exhibits.",couple
2015/08,5,Great place to spend the afternoon.,"There is a lot to this museum. Some ancient artifacts, some modern art, some reconstructions of living quarters. There is a lot to see and do in this museum. It is located on Providence's East Side In the heart of the Brown University campus, it is definitely worth checking out!",Friends
2015/09,5,Best part of RISD,This place was voted the best museum associated with a school. We are fortunate to have a child as a student here and are able to view the facilities. A must see.,Family
2015/08,5,An Art History Lesson in 1.5 Hrs,"This small museum has shocking breadth. Take advantage of any guides or tours available, and enjoy a walk through a very impressive collection.",solo
2015/08,5,A great museum to take a family with an introduction to many ranges of art.,"The museum offers a great introduction for kids to the world of art museums while offering adults an opportunity to see many pieces in a compact setting. The museum offered the opportunity to see Egyptian, Greek, Roman, Asian, European masters, American and many contemporary pieces. The wide range with manageable size and scope was a nice introduction for kids. I feel the Art Institute in Chicago, LACMA in Los Angeles and Museum of Fine Art in Boston are all amazing facilities and so worth a visit but the challenge is doing it with younger children. The RISD gives you the opportunity to focus without room after room and show them what a Picasso or Monet or ancient pieces look like. The kids really enjoyed thinking about seeing Greek and Egyptian pieces that went back thousand of years. Free on Sundays which is great. The Benefit Street Entrance toward the back had ample free street parking for 2 or 3 hours depending on how far you would like to walk. Close to Brown University too for a quick tour through the campus. Very Nice!",Family
2015/08,4,Small but high quality museum,"This Museum offers a wide range of Art works.
The American decorative Arts,Asian Art and European paintings are some of the highlights.
Only drawback is the quirky layout of the galleries as the Museums straddles several buildings.",couple
2015/07,4,A Little Something for Everyone,"The RISD Museum is a great place to go to see a bit of art, ruminate over old and new items and get a touch of Rhode Island history as well. It has a lot of variety for a small museum and its well thought out enough that you can experience the variety with every turn you make walking through. Going into the Pendleton House section is like stepping into a Rhode Island time warp. Worth the visit...",Solo
2015/08,5,Beyond expectations,My wife and i had a couple of hours to kill in Providence and decided to give this little museum a try: WOW. For such a small place they pack it all in. To really enjoy it all make sure to give yourself at least three hours.,couple
2015/08,4,RiSD Museum Worth a Visit,Very glad that I visited. Diverse collection. The Etruscan collection and the textiles were wonderful.,solo
2015/08,5,"Fabulous, and free on Sundays","We really enjoyed the RISD Museum - huge variety of art, sculpture, etc and from many periods and cultures. Everything from a huge stone Buddha, to Egyptian mummies to Impressionist paintings - something for everyone......and, much to our delight, no charge on a Sunday.",Family
2015/08,5,RISD Museum - Wonderful,Wonderful small and manageable museum packed into six floors. Was amazed at the diversity of the collection and impeccable condition of the building. Lady in the gift shop was most helpful. Truly enjoyed the visit.,Friends
2015/08,5,Always a delight,We have visited this museum several times and have always found something new and delightful each time. Our recent visit with a friend enabled us to see the Museum through her experience. The wonderful variety of artistic expression as well as the masterful combination of a stately mansion with a sensitive addition will keep the visitor coing back time and time again.,Friends
2015/08,5,Great museum with a lot of variety!,Great museum with a wonderful collection of Impressionist art. Not to be missed if you visit Providence!,couple
2015/08,4,Nice surprise,"This is a little known museum which houses several masterpieces as well as modern and contemporary art. Accessible and not expensive, well worth it",
2015/08,5,"Wonderful art, well displayed and lit.","This is simply an outstanding museum. It has a great collection of art from most all periods. The art is very well displayed and lit. Pictures are allowed, no flash, and seldom do you get a bad reflection. The art is very accessible. We loved the buildings as well. Do get one of the guides as the 5 houses are well connected, but you could easily miss something without the guide. And allow enough time. We took several hours, and I could have easily spent a day if I were to have sat in each room that I wanted to.",Friends
2015/08,5,A totally accessible museum that's not too big and not too small!,"The RISD museum is a little gem in the heart of downtown Providence. The collections of textiles, paintings, sculpture, furniture, and pieces from ancient Greece and Egypt are in superb condition. The staff are helpful and friendly and visitors can get close enough to the art - nothing, aside from the staged rooms of furniture, is roped off. The highlight, for me, was Rodin's magnificent sculpture, ""The Hand of God.",couple
2015/08,4,You will be surprised how much you will love it.,It is small but enjoyable. It feels like a personal intimate place. It was well laid out. We spent about 3 hours there.,couple
2015/08,5,My favourite place.,Just loved this art gallery. Every room was a gem and the depth of the collection was impressive. Can't wait to go back!,Family
2015/08,5,"Worth a visit, not just modern student art, but a lot of history, period rooms, and excellent furniture.","I have been wanting to visit RISD for a long time. Had no idea it had so much historical art and history on display. A small area has student exhibits. Snacks available in the gift shop. If you like art and history, don't miss it.",couple
2015/08,5,Worth a visit!,A gem of an art museum that regularly rotates through its extensive collection. Visiting exhibits are also top notch. A bit of everything covering almost all tastes.,
2015/04,4,"Quiet, plan 2 hours","Staff are warm and welcoming. Good facilities and very good exhibits. Many aspects of design are covered in the rooms, my favorite was the Vanderbilt clothing section.",
2015/08,5,Great museum,"There's something for everyone here. I'm not a big ceramics fan, so that didn't do much for me. But we really liked the historical furniture, the textiles and many of the paintings. Definitely worth a visit.",couple
2015/08,4,relaxing,"A nice small museum with a diverse collection. Easy to see everything. Some exhibits were confusing as objects in a case are not numbered. And, it was free on Sunday in the summer.",Family
2015/08,3,small exquisite collection,"The RISD museum was a bit hard to find with an entrance 1/2 way down a street and few direction signs. There are 4 floors of exhibit and the pieces we saw were very representative of excellence in design from a Chihuly Chandelier to custom made gowns. However, I was a bit disappointed in the limited amount of pieces on display. Guess I'm spoiled by the MET and MoMA.

If you are in Providence, however, it is definitely worth while to visit. The neighborhood is also worth viewing with some lovely old homes and a First Church.",couple
2015/08,4,Nice Art Museum,Visited here while in town. It's a nice museum as far as setting. It has a wide selection of periods and types of art. I more enjoyed the historical home that a part of the museum was housed in. It is rather a maze to go through but not too difficult if you keep your brochure map.😊 If you enjoy art museums I'm sure you will find it enjoyable.,business
2015/07,3,Eclectic collection,"An interesting and eclectic collection of pieces. Highlights were the restored house, and the tiny textile room (where we opened every drawer). Unfortunately, the student collection rooms were not open when we were there.",Friends
2015/08,5,Wonderful art and textile museum.,"We visited the RISD Museum of Art on a Saturday morning. After an easy 10 minute walk from the Hotel Providence, we enjoyed a comprehensive museum experience at a very reasonable cost compared to other similar museums we've visited. The museum itself is kept up very well, with exhibits appropriately lit and set up for optimal viewing. My only complaint was the lack of maps at registration. There were plenty of restrooms and many benches and other seating for the comfort of visitors. Also, there was a small gift shop serving coffee and a few snacks that we did not check out. Definitely worth a visit.",couple
2015/08,3,A nice museum and Free on Sundays,WE just got lucky and happened upon the museum on a Sunday when it is free. It does a great job of showing the art in a setting that represents the time period of place of origin.,Family
2015/07,5,Great air conditioned walk on a hot day!,"Great walkabout in the museum. Lots to see. But I really would have liked to see more documentation of what the displays were, including the walls of artwork.",couple
2015/08,3,A Fine Collection in a Maze,"A nice varied collection is housed in this museum. Unfortunately, though there is a new addition and many recent changes, this museum is a maze to get through. There is no natural flow and hard to find your way around. The paper map they provide is not easy to follow. Most of the paintings and objects are well marked with the exception being the royal salon where a very large number of paintings hang up the high walls with one ipad on the table in the middle to check appropriate information. While we were there a couple of kids were playing with the ipad and we did not have the opportunity to read any explanations. The museum is free on Sunday.",Family
2015/07,5,Centuries of top-notch art in a compact package,"As a card-carrying Chicago Art Institute member, I have high expectations for art museums. What I love about the RISD museum is that you are exposed to many periods of great art in a short period of time. The museum is organized and curated really well so you can experience works from great artists from ancient (check out the immense Buddha) to modern simply by moving from floor to floor. At a larger art museum, you can get lost in one type of art (e.g., Impressionists at the Art Institute). At RISD, there is an exciting sense of movement as you move from period to period. You get the sense of the influences of history on later works of art. The pieces they exhibit are impressive, and, from what I understand, only a small fraction of what they own. I definitely want to come back to see what ""new"" things they pull from their collection.
The RISD shop is interesting, too. They are unique in that the items they sell are designed exclusively by RISD alumnae and students.
I went for an afternoon...spent probably 2 to 2 1/2 hours. I felt like I saw a lot, but would have liked to spend another hour or so.",Friends
2015/07,5,Something for everybody,"Great museum with a wide variety of art: antiquities, ancient European and Middle Eastern artifacts, a section which was an old manor house decorated with furniture from the time period, paintings and other media pieces from older to current.",couple
2015/05,5,Make the Time to Go,"One of my favorite museums! Funky and always interesting. RISD is always willing to take risks. Nice little shop too. It's near everything else, so I suggest a stop by.",business
2015/07,5,Great small museum,"This museum has a wide range of pieces, including some great Egyptian and Greek/Roman artifacts, and lovely Impressionist paintings. The museum building is comprised of several old houses, so the building has some nice architecture. Really worth a visit and plan to spend an hour or two. The only downside is that parking is hard to find, so we drove around a bit and parked several blocks away.",couple
2015/07,4,"Wide Variety, It will Intreeg","I only spent about 1 1/2 hours here as I had a lot on my list to see! This could have easily been an entire day.

There is something for everyone:
Impressionist, Renaissance, Modern, Textile, Furniture, Egyptian, Chinese, Etc.

There is a beautiful Chilhuly ( same guy who did the ceilings of the Bellagio in Vegas ) chandelier my the Egyptian exhibit.

Don't be so distracted by the art that you miss the beauty of the building itself: beautiful windows, high ceilings, interesting curves.",Friends
2015/07,5,Wide variety in the displayed collection,Well worth a visit with lots of different types of art and objects to see and learn about. Spacious and never crowded.,business
2015/07,5,Spend a day,"What a beautiful and diverse museum. I especially appreciated the elegance of design that was so in evidence. The modernity of many sections was a brilliant contrast to the neighborhood which you could glimpse at intervals. Wear comfy shoes, your will want to see it all!",Family
2015/07,5,Intriguing exposure to unique and priceless works of art and design.,"I was excited by many works of historic proportions, reminiscent of ancient Roman Empire to Newport historic cabinetry. Works of Abstract, realism and historic proportions. I was overwhelmed and impressed. Daily pass allows visitors to come and go during one admission day. Very smart considering how the genres interlude with every step, like taking breath, you have to step away for a bit to experience it all.",
2015/07,5,Art,"Great museum! A diverse collection of pieces from various ages. More than just art, many cool artifacts.",couple
2015/07,5,Gem,What a surprise this was! This little museum has EVERYTHING! From Degas ballerina to some pretty amazing designer collections. Not to mention Frank Loyd Wright's desk! I cannot get enough of this place. And it's free on Sindays. Open late on Thursdays.,solo
2015/02,5,A lot to appreciate in an easy setting,"A small gem of a museum in a charming historic and collegiate area, with a permanent collection ranging from primitive and Greco-Roman to impressionists and modern and interesting rotating special exhibits.",
2015/07,4,Interesting musuem,"Make sure you allow at least a couple of hours to explore the RISD--there is a lot to see! Nice mix of paintings, sculptures, and even some furniture designs. The docents are very helpful--if you go to touch something they come right over! (I used that line on my wife, who should have known better than to leave me unattended in an art museum!) I especially enjoyed the student section where the final projects of the grad students were on display. Well done!",
2015/07,5,Very good collection,"We saw a little bit of everything, from Egiptian art and coffins to great modern art, going through very nice impressionism art.",Family
2015/05,5,5 Stars,"The RISD Museum has one of the finest collections of art that I have ever seen. From the Egyptian room to the Giant Buddha, there is something here for everyone.

Good tip: it's FREE ADMISSION on Sundays!",
2015/05,5,Always go for the shows as well as the galleries,When we pass through Providence we always check the museum calendar for excellent shows. they are always good.,
2015/07,5,First time to an art museum.,I really enjoyed myself and found most areas to be quite interesting. Some of the personal collections that were on display were immense. The building is a little confusing to navigate but overall a great place to visit.,couple
2015/07,5,Stunning exhibits,"Everything from the mummy to the American furniture, each exhibit was enjoyable in its own right. We spent a solid 2 hours wandering around and enjoying all the different types of art. I especially enjoyed the clothing and textiles displayed in the glass room. That area is not to be missed.",couple
2015/07,5,Great attraction for art lovers passing through providence,"A sucker for fashion exhibits, the Rhode Island School of Design's RISD Museum becomes a stopping point between NYC and Cape Cod.

While admission is $5 for students (with ID) and $12 for adults, it's worth the price when compared to other museums and attractions charging the same fee.

With 6 floors of exhibition space and an interactive textile library, the RISD Museum surprises me with NYC museum caliber installations. The exhibit space is larger than I expected and the content is designed and arranged similar to any other well-curated exhibit I've seen.

Walking through the Modern and contemporary galleries, it's interesting to see clothing designers paired alongside furniture and art (by notable architects and industrial designers). The tightly curated selection of artifacts is a testament to the creativity that continues shaping ""fine art"" throughout the world.

If you choose to visit, be sure to stop into the textile library on the 6th floor. Enter through the glass doors and the fun begins-- pull out the drawers and use the ipads to learn more about the objects inside.",couple
2015/06,4,a surprise.,This school was touted by several of our guides a Americas best. We found wonderful french impressionist works but not much of the work of people who had been students. Strange experience but still worth a visit,couple
2015/07,3,Parking woes,"“Nice museum with a little bit of everything. What's unique is the intact Federal style house. It's like a house inside the museum.

Difficult parking. Find the surface lot diagonal from the First Baptist Church. Half price if you get your parking ticket validated at the museum.”",
2015/06,4,RISD,"Nice museum. It's not huge or complex, but there was a decent mix of paintings and sculptures. This was the ideal place to wander on a random Sunday in Providence.",Friends
2015/06,5,Gem of a museum !,"I was incredibly impressed by this museum. A broad collection, with everything from Egyptian mummies, to Frank Lloyd Wright furniture, from Monet paintings, to 19th century photographs, and on and on. If you take your time, you could spend half a day here. I spent close to 2 hours, and that was rushing through most rooms. If you have a day or 2 in Providence, and like art, this should be near the top of your list. Also, it is on Benefit street, which is probably the best street in Providence for sightseeing ,looking at interesting architecture, RSID and Brown university campuses, and sights like the First Baptist church, and the Atheneum library.",couple
2015/06,4,Not a didactic place,A lot of nice artefact but difficult to understand what kind of museology is behind the display. There is no chronology...,Family
2015/06,4,Boy Scout trip,Lots of interesting things to see. The young boys were treated well and had a good time. The exhibits were explained to their understanding.,Friends
2015/06,4,Beautiful area - nice collection,"For a top art school, I was a bit surprised that the school's collection was nice, but fairly average. With one whole floor dedicated to early American furniture and another floor displaying a few paintings by the best known artists the collection as a whole is underwhelming but worth a walk to the museum to enjoy the beautiful architecture of the neighborhood - which is amazing.",Friends
2015/06,5,Art at its Best,"clean, interesting and varied. Rodin's Eye of God was arresting. Everyone- docents and cashiers- were extremely helpful.",Couple
2015/06,4,Lovely museum with fascinating exhibits,"Small and cozy, but jam-packed with ceramics, fibers, both antique and contemporary art works. Well curated, good variety of exhibits throughout the year.",couple
2015/06,3,Worth Visiting,"I think my expectations were perhaps too high for this museum. I had heard that it was such a gem of a small museum, and I must admit I was a bit disappointed. It is definitely worth a visit and I would never discourage someone from going, but I was surprised by how difficult it was to find one's way around and how poor signage was both for directions and for the artwork. We did enter at the upper level and perhaps starting at the lower entrance would be easier, but we didn't get any advice from the woman working at the desk and were handed a pretty useless map. The eclectic display of textiles, furniture and art on one of the lower floors was really interesting, but I think the whole experience could be improved with some better display and organization.

The gift shop has some very interesting items.",Friends
2015/06,5,Extensive collections!,Have been visiting since I was a child and there is always something new to see. Variety of collections is exceptional.,Friends
2015/04,4,College Options,"Visited the school as part of a counselor's tour. The school has a very interesting vibe, located right across from Brown University and sharing classes between campuses. Very intense but at the same time very free spirited. The facilities are perfect for the creative and certainly represent an outstanding opportunity for students looking for perfecting the creative vein! The campus is very urban and spread within the old part of town.",business
2015/06,3,Eclectic way to pass an hour,"The museum is an eclectic mix of art, artifacts, textiles, furniture....there is a little bit of something for everyone. It's a great way to pass some time. However, it is insanely confusing to get around. The signage is horrible and all the galleries don't flow together so you can easily miss something.

I went at 11am on a Friday and it was full of school groups. I'm all for field trips, but it REALLY took away from the experience. Plan accordingly.

There is a replica house connected to it that is decorated in period furniture and wares. It was cool to walk through that.",Solo
2015/04,5,Lovely Little Museam - A Treat to have it in Providence,"While this museum is small, it has a lovely, large variety. The opened sarcophagus (look below and you can see the writing inside), the huge wood Budda, the room of period furniture, the newly-displayed fabric section and the nice variety of Impressionist paintings are just a few of the things to see. The special exhibits are also interesting - check them out on line or in the newspaper",Friends
2015/03,5,Well curated small art museum.,"I live in Rhode Island and make this a regular activity. Great programs for children, and generally a very fulfilling art museum experience. It is small, but very well curated. A sampling of everything from ancient Egypt to modern.

Be sure to check the website for the free admission times.

And inquire about the (free) RISD Nature Lab around the corner. A tiny but very cool place, too.",Family
2015/01,5,Nice place,Some cool things and the museum is larger than you might think and there is lots of variety ex.oecially with changing exhibits Sunday's are pay what you want so you can't beat that,couple
2015/05,4,Fun time,"Beautiful art. Too bad we showed up only one hour before closing. We would have liked to have stayed longer. They close at 5 pm on Saturdays, even on Waterfire Saturdays.",couple
2015/04,5,Risd Museum Review,"This museum is amazing. On Sunday's, it is free for students. The museum features prominent international and American artists such as Picasso, Monet, Manet, Paul Revere and Andy Warhol. Perfect way to kill an hour or two. The attached store is an excellent place to pick up gifts for loved ones. Recommend to students, families & professionals. Children under 12 may have a limited attention span at such a facility.",couple
2015/04,5,Free Sunday afternoon activity,We visited on mother's day on Sunday afternoon. The admission was free and there was also a free piano concert in one of the second floor galleries. Very nice. There was also a kids activity where they could draw things which were later projected onto a wall and merged into a larger design. This is not a huge museum but there is a wonderful collection of early American silver and furniture as well as various periods of art represented. The area is also very nice with many 18th century buildings. This is an area you do not want to miss if you are visiting Providence.,Family
2015/05,4,An excellent art museum,"Well worth the detour, with pieces by well known artists as well as interesting pieces by lesser known or up-and-coming artists.",couple
